episode	epsilon	score	bonus	straight	full	low	high	yum
2070000	1	55.99	0.28	0.0	0.0	0.0	0.0	0.0
2075000	1	57.42	0.33	0.0	0.0	0.0	0.0	0.0
2080000	1	56.41	0.3	0.0	0.0	0.0	0.0	0.0
2085000	1	55.56	0.24	0.0	0.0	0.0	0.0	0.0
2090000	1	56.1	0.34	0.0	0.0	0.0	0.0	0.0
2095000	1	56.76	0.28	0.0	0.0	0.0	0.0	0.0
2100000	1	53.97	0.24	0.0	0.0	0.0	0.0	0.0
2105000	1	54.83	0.31	0.0	0.0	0.0	0.0	0.0
2110000	1	56.94	0.26	0.0	0.0	0.0	0.0	0.0
2115000	1	56.32	0.28	0.0	0.0	0.0	0.0	0.0
2120000	1	55.98	0.29	0.0	0.0	0.0	0.0	0.0
2125000	1	56.01	0.26	0.0	0.0	0.0	0.0	0.0
2130000	1	55.81	0.27	0.0	0.0	0.0	0.0	0.0
2135000	1	54.7	0.25	0.0	0.0	0.0	0.0	0.0
2140000	1	56.05	0.26	0.0	0.0	0.0	0.0	0.0
2145000	1	57.25	0.35	0.0	0.0	0.0	0.0	0.0
2150000	1	56.68	0.3	0.0	0.0	0.0	0.0	0.0
2155000	1	56.06	0.32	0.0	0.0	0.0	0.0	0.0
2160000	1	55.03	0.24	0.0	0.0	0.0	0.0	0.0
2165000	1	54.9	0.26	0.0	0.0	0.0	0.0	0.0
2170000	1	55.89	0.3	0.0	0.0	0.0	0.0	0.0
2175000	1	55.43	0.27	0.0	0.0	0.0	0.0	0.0
2180000	1	55.28	0.23	0.0	0.0	0.0	0.0	0.0
2185000	1	57.3	0.31	0.0	0.0	0.0	0.0	0.0
2190000	1	55.98	0.24	0.0	0.0	0.0	0.0	0.0
2195000	1	56.02	0.29	0.0	0.0	0.0	0.0	0.0
2200000	1	54.09	0.24	0.0	0.0	0.0	0.0	0.0
2205000	1	56.54	0.3	0.0	0.0	0.0	0.0	0.0
2210000	1	58.15	0.33	0.0	0.0	0.0	0.0	0.0
2215000	1	57.58	0.34	0.0	0.0	0.0	0.0	0.0
2220000	1	54.49	0.23	0.0	0.0	0.0	0.0	0.0
2225000	1	55.91	0.24	0.0	0.0	0.0	0.0	0.0
2230000	1	56.73	0.31	0.0	0.0	0.0	0.0	0.0
2235000	1	54.13	0.2	0.0	0.0	0.0	0.0	0.0
2240000	1	55.61	0.22	0.0	0.0	0.0	0.0	0.0
2245000	1	55.85	0.32	0.0	0.0	0.0	0.0	0.0
2250000	1	55.09	0.22	0.0	0.0	0.0	0.0	0.0
2255000	1	56.82	0.33	0.0	0.0	0.0	0.0	0.0
2260000	1	57.39	0.29	0.0	0.0	0.0	0.0	0.0
2265000	1	54.96	0.27	0.0	0.0	0.0	0.0	0.0
2270000	1	55.28	0.28	0.0	0.0	0.0	0.0	0.0
2275000	1	55.93	0.3	0.0	0.0	0.0	0.0	0.0
2280000	1	55.39	0.22	0.0	0.0	0.0	0.0	0.0
2285000	1	56.96	0.34	0.0	0.0	0.0	0.0	0.0
2290000	1	56.51	0.32	0.0	0.0	0.0	0.0	0.0
2295000	1	53.51	0.26	0.0	0.0	0.0	0.0	0.0
2300000	1	53.25	0.24	0.0	0.0	0.0	0.0	0.0
2305000	1	53.9	0.31	0.0	0.0	0.0	0.0	0.0
2310000	1	56.43	0.34	0.0	0.0	0.0	0.0	0.0
2315000	1	55.74	0.37	0.0	0.0	0.0	0.0	0.0
2320000	1	54.95	0.27	0.0	0.0	0.0	0.0	0.0
2325000	1	58.16	0.42	0.0	0.0	0.0	0.0	0.0
2330000	1	55.9	0.31	0.0	0.0	0.0	0.0	0.0
2335000	1	56.07	0.24	0.0	0.0	0.0	0.0	0.0
2340000	1	54.67	0.24	0.0	0.0	0.0	0.0	0.0
2345000	1	56.62	0.32	0.0	0.0	0.0	0.0	0.0
2350000	1	54.71	0.22	0.0	0.0	0.0	0.0	0.0
2355000	1	54.83	0.27	0.0	0.0	0.0	0.0	0.0
2360000	1	55.12	0.3	0.0	0.0	0.0	0.0	0.0
2365000	1	56.18	0.3	0.0	0.0	0.0	0.0	0.0
2370000	1	53.46	0.19	0.0	0.0	0.0	0.0	0.0
2375000	1	56.27	0.36	0.0	0.0	0.0	0.0	0.0
2380000	1	54.44	0.24	0.0	0.0	0.0	0.0	0.0
2385000	1	56.26	0.3	0.0	0.0	0.0	0.0	0.0
2390000	1	56.51	0.28	0.0	0.0	0.0	0.0	0.0
2395000	1	54.03	0.23	0.0	0.0	0.0	0.0	0.0
2400000	1	56.56	0.29	0.0	0.0	0.0	0.0	0.0
2405000	1	53.07	0.23	0.0	0.0	0.0	0.0	0.0
2410000	1	57.29	0.33	0.0	0.0	0.0	0.0	0.0
2415000	1	54.37	0.24	0.0	0.0	0.0	0.0	0.0
2420000	1	55.93	0.27	0.0	0.0	0.0	0.0	0.0
2425000	1	55.15	0.25	0.0	0.0	0.0	0.0	0.0
2430000	1	57.36	0.34	0.0	0.0	0.0	0.0	0.0
2435000	1	56.64	0.33	0.0	0.0	0.0	0.0	0.0
2440000	1	56.51	0.28	0.0	0.0	0.0	0.0	0.0
2445000	1	54.71	0.24	0.0	0.0	0.0	0.0	0.0
2450000	1	54.98	0.28	0.0	0.0	0.0	0.0	0.0
2455000	1	54.87	0.23	0.0	0.0	0.0	0.0	0.0
2460000	1	56.82	0.3	0.0	0.0	0.0	0.0	0.0
2465000	1	54.94	0.22	0.0	0.0	0.0	0.0	0.0
2470000	1	56.22	0.28	0.0	0.0	0.0	0.0	0.0
2475000	1	56.54	0.29	0.0	0.0	0.0	0.0	0.0
2480000	1	55.24	0.31	0.0	0.0	0.0	0.0	0.0
2485000	1	54.22	0.19	0.0	0.0	0.0	0.0	0.0
2490000	1	56.55	0.31	0.0	0.0	0.0	0.0	0.0
2495000	1	57.04	0.33	0.0	0.0	0.0	0.0	0.0
2500000	1	55.84	0.24	0.0	0.0	0.0	0.0	0.0
2505000	1	54.79	0.22	0.0	0.0	0.0	0.0	0.0
2510000	1	55.49	0.24	0.0	0.0	0.0	0.0	0.0
2515000	1	56.31	0.29	0.0	0.0	0.0	0.0	0.0
2520000	1	55.77	0.28	0.0	0.0	0.0	0.0	0.0
2525000	1	57.75	0.34	0.0	0.0	0.0	0.0	0.0
2530000	1	56.24	0.31	0.0	0.0	0.0	0.0	0.0
2535000	1	57.24	0.28	0.0	0.0	0.0	0.0	0.0
2540000	1	55.38	0.25	0.0	0.0	0.0	0.0	0.0
2545000	1	56.93	0.36	0.0	0.0	0.0	0.0	0.0
2550000	1	57.75	0.32	0.0	0.0	0.0	0.0	0.0
2555000	1	57.79	0.3	0.0	0.0	0.0	0.0	0.0
2560000	1	56.91	0.26	0.0	0.0	0.0	0.0	0.0
2565000	1	55.81	0.24	0.0	0.0	0.0	0.0	0.0
2570000	1	58.05	0.35	0.0	0.0	0.0	0.0	0.0
2575000	1	55.13	0.3	0.0	0.0	0.0	0.0	0.0
2580000	1	56.62	0.31	0.0	0.0	0.0	0.0	0.0
2585000	1	56.28	0.25	0.0	0.0	0.0	0.0	0.0
2590000	1	55.56	0.34	0.0	0.0	0.0	0.0	0.0
2595000	1	55.23	0.29	0.0	0.0	0.0	0.0	0.0
2600000	1	55.24	0.28	0.0	0.0	0.0	0.0	0.0
2605000	1	55.39	0.29	0.0	0.0	0.0	0.0	0.0
2610000	1	57.02	0.28	0.0	0.0	0.0	0.0	0.0
2615000	1	56.07	0.33	0.0	0.0	0.0	0.0	0.0
2620000	1	55.78	0.25	0.0	0.0	0.0	0.0	0.0
2625000	1	55.99	0.24	0.0	0.0	0.0	0.0	0.0
2630000	1	55.07	0.22	0.0	0.0	0.0	0.0	0.0
2635000	1	55.99	0.31	0.0	0.0	0.0	0.0	0.0
2640000	1	56.55	0.24	0.0	0.0	0.0	0.0	0.0
2645000	1	53.61	0.19	0.0	0.0	0.0	0.0	0.0
2650000	1	55.65	0.2	0.0	0.0	0.0	0.0	0.0
2655000	1	55.21	0.22	0.0	0.0	0.0	0.0	0.0
2660000	1	57.08	0.34	0.0	0.0	0.0	0.0	0.0
2665000	1	54.68	0.22	0.0	0.0	0.0	0.0	0.0
2670000	1	56.09	0.29	0.0	0.0	0.0	0.0	0.0
2675000	1	56.82	0.28	0.0	0.0	0.0	0.0	0.0
2680000	1	58.92	0.36	0.0	0.0	0.0	0.0	0.0
2685000	1	52.91	0.16	0.0	0.0	0.0	0.0	0.0
2690000	1	56.6	0.28	0.0	0.0	0.0	0.0	0.0
2695000	1	55.62	0.28	0.0	0.0	0.0	0.0	0.0
2700000	1	56.69	0.28	0.0	0.0	0.0	0.0	0.0
2705000	1	55.74	0.29	0.0	0.0	0.0	0.0	0.0
2710000	1	56.77	0.32	0.0	0.0	0.0	0.0	0.0
2715000	1	55.98	0.32	0.0	0.0	0.0	0.0	0.0
2720000	1	57.66	0.34	0.0	0.0	0.0	0.0	0.0
2725000	1	56.39	0.36	0.0	0.0	0.0	0.0	0.0
2730000	1	55.44	0.22	0.0	0.0	0.0	0.0	0.0
2735000	1	57.72	0.29	0.0	0.0	0.0	0.0	0.0
2740000	1	55.15	0.27	0.0	0.0	0.0	0.0	0.0
2745000	1	53.6	0.18	0.0	0.0	0.0	0.0	0.0
2750000	1	56.55	0.26	0.0	0.0	0.0	0.0	0.0
2755000	1	56.02	0.28	0.0	0.0	0.0	0.0	0.0
2760000	1	55.15	0.26	0.0	0.0	0.0	0.0	0.0
2765000	1	55.76	0.25	0.0	0.0	0.0	0.0	0.0
2770000	1	54.24	0.26	0.0	0.0	0.0	0.0	0.0
2775000	1	57.37	0.33	0.0	0.0	0.0	0.0	0.0
2780000	1	56.98	0.3	0.0	0.0	0.0	0.0	0.0
2785000	1	56.79	0.32	0.0	0.0	0.0	0.0	0.0
2790000	1	55.58	0.22	0.0	0.0	0.0	0.0	0.0
2795000	1	55.8	0.26	0.0	0.0	0.0	0.0	0.0
2800000	1	54.76	0.22	0.0	0.0	0.0	0.0	0.0
2805000	1	55.31	0.29	0.0	0.0	0.0	0.0	0.0
2810000	1	56.85	0.32	0.0	0.0	0.0	0.0	0.0
2815000	1	54.09	0.24	0.0	0.0	0.0	0.0	0.0
2820000	1	56.18	0.28	0.0	0.0	0.0	0.0	0.0
2825000	1	57.21	0.35	0.0	0.0	0.0	0.0	0.0
2830000	1	53.22	0.21	0.0	0.0	0.0	0.0	0.0
2835000	1	56.47	0.33	0.0	0.0	0.0	0.0	0.0
2840000	1	56.48	0.32	0.0	0.0	0.0	0.0	0.0
2845000	1	58.49	0.34	0.0	0.0	0.0	0.0	0.0
2850000	1	57.61	0.32	0.0	0.0	0.0	0.0	0.0
2855000	1	54.84	0.26	0.0	0.0	0.0	0.0	0.0
2860000	1	56.04	0.35	0.0	0.0	0.0	0.0	0.0
2865000	1	54.09	0.22	0.0	0.0	0.0	0.0	0.0
2870000	1	56.72	0.27	0.0	0.0	0.0	0.0	0.0
2875000	1	55.99	0.29	0.0	0.0	0.0	0.0	0.0
2880000	1	55.96	0.3	0.0	0.0	0.0	0.0	0.0
2885000	1	57.0	0.31	0.0	0.0	0.0	0.0	0.0
2890000	1	56.41	0.23	0.0	0.0	0.0	0.0	0.0
2895000	1	55.31	0.3	0.0	0.0	0.0	0.0	0.0
2900000	1	56.16	0.34	0.0	0.0	0.0	0.0	0.0
2905000	1	55.98	0.24	0.0	0.0	0.0	0.0	0.0
2910000	1	54.51	0.27	0.0	0.0	0.0	0.0	0.0
2915000	1	56.6	0.28	0.0	0.0	0.0	0.0	0.0
2920000	1	55.06	0.23	0.0	0.0	0.0	0.0	0.0
2925000	1	56.35	0.28	0.0	0.0	0.0	0.0	0.0
2930000	1	56.07	0.26	0.0	0.0	0.0	0.0	0.0
2935000	1	55.81	0.23	0.0	0.0	0.0	0.0	0.0
2940000	1	54.55	0.25	0.0	0.0	0.0	0.0	0.0
2945000	1	56.0	0.26	0.0	0.0	0.0	0.0	0.0
2950000	1	56.67	0.25	0.0	0.0	0.0	0.0	0.0
2955000	1	54.76	0.3	0.0	0.0	0.0	0.0	0.0
2960000	1	56.1	0.29	0.0	0.0	0.0	0.0	0.0
2965000	1	55.53	0.24	0.0	0.0	0.0	0.0	0.0
2970000	1	57.24	0.29	0.0	0.0	0.0	0.0	0.0
2975000	1	56.98	0.32	0.0	0.0	0.0	0.0	0.0
2980000	1	55.14	0.21	0.0	0.0	0.0	0.0	0.0
2985000	1	54.12	0.21	0.0	0.0	0.0	0.0	0.0
2990000	1	54.86	0.26	0.0	0.0	0.0	0.0	0.0
2995000	1	56.22	0.29	0.0	0.0	0.0	0.0	0.0
3000000	1	57.21	0.28	0.0	0.0	0.0	0.0	0.0
3005000	0.9983666661224291	54.11	0.23	0.0	0.0	0.0	0.0	0.0
3010000	0.9967333322448582	53.71	0.17	0.0	0.0	0.0	0.0	0.0
3015000	0.9950999983672872	56.12	0.3	0.0	0.0	0.0	0.0	0.0
3020000	0.9934666644897163	57.3	0.31	0.0	0.0	0.0	0.0	0.0
3025000	0.9918333306121454	55.88	0.29	0.0	0.0	0.0	0.0	0.0
3030000	0.9901999967345745	55.33	0.18	0.0	0.0	0.0	0.0	0.0
3035000	0.9885666628570036	55.53	0.29	0.0	0.0	0.0	0.0	0.0
3040000	0.9869333289794326	56.28	0.36	0.0	0.0	0.0	0.0	0.0
3045000	0.9852999951018617	54.94	0.21	0.0	0.0	0.0	0.0	0.0
3050000	0.9836666612242908	55.05	0.24	0.0	0.0	0.0	0.0	0.0
3055000	0.9820333273467199	57.54	0.33	0.0	0.0	0.0	0.0	0.0
3060000	0.980399993469149	55.33	0.22	0.0	0.0	0.0	0.0	0.0
3065000	0.978766659591578	57.12	0.31	0.0	0.0	0.0	0.0	0.0
3070000	0.9771333257140071	57.08	0.29	0.0	0.0	0.0	0.0	0.0
3075000	0.9754999918364362	55.68	0.27	0.0	0.0	0.0	0.0	0.0
3080000	0.9738666579588653	56.73	0.34	0.0	0.0	0.0	0.0	0.0
3085000	0.9722333240812944	57.41	0.32	0.0	0.0	0.0	0.0	0.0
3090000	0.9705999902037235	56.53	0.32	0.0	0.0	0.0	0.0	0.0
3095000	0.9689666563261525	57.98	0.35	0.0	0.0	0.0	0.0	0.0
3100000	0.9673333224485816	56.51	0.26	0.0	0.0	0.0	0.0	0.0
3105000	0.9656999885710107	56.15	0.29	0.0	0.0	0.0	0.0	0.0
3110000	0.9640666546934398	57.46	0.31	0.0	0.0	0.0	0.0	0.0
3115000	0.9624333208158689	57.61	0.34	0.0	0.0	0.0	0.0	0.0
3120000	0.9607999869382979	56.98	0.26	0.0	0.0	0.0	0.0	0.0
3125000	0.959166653060727	55.92	0.29	0.0	0.0	0.0	0.0	0.0
3130000	0.9575333191831561	56.1	0.29	0.0	0.0	0.0	0.0	0.0
3135000	0.9558999853055852	55.46	0.27	0.0	0.0	0.0	0.0	0.0
3140000	0.9542666514280143	55.45	0.29	0.0	0.0	0.0	0.0	0.0
3145000	0.9526333175504433	54.96	0.25	0.0	0.0	0.0	0.0	0.0
3150000	0.9509999836728724	55.67	0.21	0.0	0.0	0.0	0.0	0.0
3155000	0.9493666497953015	55.61	0.31	0.0	0.0	0.0	0.0	0.0
3160000	0.9477333159177306	55.31	0.28	0.0	0.0	0.0	0.0	0.0
3165000	0.9460999820401597	56.51	0.32	0.0	0.0	0.0	0.0	0.0
3170000	0.9444666481625887	54.35	0.23	0.0	0.0	0.0	0.0	0.0
3175000	0.9428333142850178	55.43	0.22	0.0	0.0	0.0	0.0	0.0
3180000	0.9411999804074469	56.54	0.32	0.0	0.0	0.0	0.0	0.0
3185000	0.939566646529876	56.63	0.27	0.0	0.0	0.0	0.0	0.0
3190000	0.9379333126523051	56.22	0.27	0.0	0.0	0.0	0.0	0.0
3195000	0.9362999787747341	56.98	0.26	0.0	0.0	0.0	0.0	0.0
3200000	0.9346666448971632	55.42	0.24	0.0	0.0	0.0	0.0	0.0
3205000	0.9330333110195923	57.67	0.31	0.0	0.0	0.0	0.0	0.0
3210000	0.9313999771420214	55.68	0.29	0.0	0.0	0.0	0.0	0.0
3215000	0.9297666432644505	57.35	0.31	0.0	0.0	0.0	0.0	0.0
3220000	0.9281333093868795	55.63	0.27	0.0	0.0	0.0	0.0	0.0
3225000	0.9264999755093086	56.94	0.31	0.0	0.0	0.0	0.0	0.0
3230000	0.9248666416317377	56.25	0.28	0.0	0.0	0.0	0.0	0.0
3235000	0.9232333077541668	58.34	0.36	0.0	0.0	0.0	0.0	0.0
3240000	0.9215999738765959	57.57	0.33	0.0	0.0	0.0	0.0	0.0
3245000	0.919966639999025	56.13	0.28	0.0	0.0	0.0	0.0	0.0
3250000	0.918333306121454	56.76	0.33	0.0	0.0	0.0	0.0	0.0
3255000	0.9166999722438831	56.24	0.31	0.0	0.0	0.0	0.0	0.0
3260000	0.9150666383663122	56.85	0.36	0.0	0.0	0.0	0.0	0.0
3265000	0.9134333044887413	57.44	0.32	0.0	0.0	0.0	0.0	0.0
3270000	0.9117999706111704	55.85	0.2	0.0	0.0	0.0	0.0	0.0
3275000	0.9101666367335994	58.01	0.33	0.0	0.0	0.0	0.0	0.0
3280000	0.9085333028560285	57.66	0.35	0.0	0.0	0.0	0.0	0.0
3285000	0.9068999689784576	54.79	0.27	0.0	0.0	0.0	0.0	0.0
3290000	0.9052666351008867	56.26	0.28	0.0	0.0	0.0	0.0	0.0
3295000	0.9036333012233158	56.45	0.3	0.0	0.0	0.0	0.0	0.0
3300000	0.9019999673457448	56.76	0.32	0.0	0.0	0.0	0.0	0.0
3305000	0.9003666334681739	55.73	0.29	0.0	0.0	0.0	0.0	0.0
3310000	0.898733299590603	56.63	0.22	0.0	0.0	0.0	0.0	0.0
3315000	0.8970999657130321	56.74	0.33	0.0	0.0	0.0	0.0	0.0
3320000	0.8954666318354612	57.82	0.36	0.0	0.0	0.0	0.0	0.0
3325000	0.8938332979578902	56.48	0.3	0.0	0.0	0.0	0.0	0.0
3330000	0.8921999640803193	56.47	0.28	0.0	0.0	0.0	0.0	0.0
3335000	0.8905666302027484	58.91	0.34	0.0	0.0	0.0	0.0	0.0
3340000	0.8889332963251775	57.49	0.28	0.0	0.0	0.0	0.0	0.0
3345000	0.8872999624476066	56.75	0.33	0.0	0.0	0.0	0.0	0.0
3350000	0.8856666285700356	55.49	0.28	0.0	0.0	0.0	0.0	0.0
3355000	0.8840332946924647	55.04	0.25	0.0	0.0	0.0	0.0	0.0
3360000	0.8823999608148938	55.0	0.24	0.0	0.0	0.0	0.0	0.0
3365000	0.8807666269373229	55.29	0.29	0.0	0.0	0.0	0.0	0.0
3370000	0.879133293059752	54.33	0.23	0.0	0.0	0.0	0.0	0.0
3375000	0.877499959182181	55.61	0.25	0.0	0.0	0.0	0.0	0.0
3380000	0.8758666253046101	56.27	0.29	0.0	0.0	0.0	0.0	0.0
3385000	0.8742332914270392	55.16	0.2	0.0	0.0	0.0	0.0	0.0
3390000	0.8725999575494683	55.39	0.29	0.0	0.0	0.0	0.0	0.0
3395000	0.8709666236718974	58.66	0.36	0.0	0.0	0.0	0.0	0.0
3400000	0.8693332897943264	56.21	0.3	0.0	0.0	0.0	0.0	0.0
3405000	0.8676999559167555	56.07	0.27	0.0	0.0	0.0	0.0	0.0
3410000	0.8660666220391846	55.81	0.25	0.0	0.0	0.0	0.0	0.0
3415000	0.8644332881616137	53.96	0.22	0.0	0.0	0.0	0.0	0.0
3420000	0.8627999542840428	56.59	0.31	0.0	0.0	0.0	0.0	0.0
3425000	0.8611666204064718	56.64	0.33	0.0	0.0	0.0	0.0	0.0
3430000	0.8595332865289009	56.47	0.31	0.0	0.0	0.0	0.0	0.0
3435000	0.85789995265133	54.93	0.28	0.0	0.0	0.0	0.0	0.0
3440000	0.8562666187737591	56.09	0.26	0.0	0.0	0.0	0.0	0.0
3445000	0.8546332848961882	57.18	0.29	0.0	0.0	0.0	0.0	0.0
3450000	0.8529999510186173	55.18	0.26	0.0	0.0	0.0	0.0	0.0
3455000	0.8513666171410463	56.03	0.3	0.0	0.0	0.0	0.0	0.0
3460000	0.8497332832634754	56.26	0.35	0.0	0.0	0.0	0.0	0.0
3465000	0.8480999493859045	56.41	0.26	0.0	0.0	0.0	0.0	0.0
3470000	0.8464666155083336	54.78	0.23	0.0	0.0	0.0	0.0	0.0
3475000	0.8448332816307627	57.81	0.36	0.0	0.0	0.0	0.0	0.0
3480000	0.8431999477531917	56.51	0.26	0.0	0.0	0.0	0.0	0.0
3485000	0.8415666138756208	55.86	0.32	0.0	0.0	0.0	0.0	0.0
3490000	0.8399332799980499	56.94	0.27	0.0	0.0	0.0	0.0	0.0
3495000	0.838299946120479	56.31	0.25	0.0	0.0	0.0	0.0	0.0
3500000	0.8366666122429081	56.11	0.21	0.0	0.0	0.0	0.0	0.0
3505000	0.8350332783653371	55.94	0.25	0.0	0.0	0.0	0.0	0.0
3510000	0.8333999444877662	57.38	0.33	0.0	0.0	0.0	0.0	0.0
3515000	0.8317666106101953	56.19	0.26	0.0	0.0	0.0	0.0	0.0
3520000	0.8301332767326244	56.6	0.3	0.0	0.0	0.0	0.0	0.0
3525000	0.8284999428550535	56.13	0.3	0.0	0.0	0.0	0.0	0.0
3530000	0.8268666089774825	56.66	0.35	0.0	0.0	0.0	0.0	0.0
3535000	0.8252332750999116	57.99	0.35	0.0	0.0	0.0	0.0	0.0
3540000	0.8235999412223407	55.66	0.24	0.0	0.0	0.0	0.0	0.0
3545000	0.8219666073447698	57.06	0.36	0.0	0.0	0.0	0.0	0.0
3550000	0.8203332734671989	56.68	0.28	0.0	0.0	0.0	0.0	0.0
3555000	0.818699939589628	54.26	0.24	0.0	0.0	0.0	0.0	0.0
3560000	0.817066605712057	55.19	0.3	0.0	0.0	0.0	0.0	0.0
3565000	0.8154332718344861	53.82	0.26	0.0	0.0	0.0	0.0	0.0
3570000	0.8137999379569152	55.74	0.28	0.0	0.0	0.0	0.0	0.0
3575000	0.8121666040793443	55.25	0.26	0.0	0.0	0.0	0.0	0.0
3580000	0.8105332702017733	56.03	0.25	0.0	0.0	0.0	0.0	0.0
3585000	0.8088999363242024	57.19	0.33	0.0	0.0	0.0	0.0	0.0
3590000	0.8072666024466315	55.01	0.25	0.0	0.0	0.0	0.0	0.0
3595000	0.8056332685690606	57.63	0.26	0.0	0.0	0.0	0.0	0.0
3600000	0.8039999346914897	59.31	0.41	0.0	0.0	0.0	0.0	0.0
3605000	0.8023666008139188	53.89	0.23	0.0	0.0	0.0	0.0	0.0
3610000	0.8007332669363478	57.03	0.29	0.0	0.0	0.0	0.0	0.0
3615000	0.7990999330587769	55.76	0.29	0.0	0.0	0.0	0.0	0.0
3620000	0.797466599181206	57.92	0.27	0.0	0.0	0.0	0.0	0.0
3625000	0.7958332653036351	57.09	0.35	0.0	0.0	0.0	0.0	0.0
3630000	0.7941999314260642	55.55	0.28	0.0	0.0	0.0	0.0	0.0
3635000	0.7925665975484932	57.41	0.34	0.0	0.0	0.0	0.0	0.0
3640000	0.7909332636709223	54.79	0.3	0.0	0.0	0.0	0.0	0.0
3645000	0.7892999297933514	55.87	0.28	0.0	0.0	0.0	0.0	0.0
3650000	0.7876665959157805	55.11	0.29	0.0	0.0	0.0	0.0	0.0
3655000	0.7860332620382096	56.04	0.31	0.0	0.0	0.0	0.0	0.0
3660000	0.7843999281606386	56.87	0.29	0.0	0.0	0.0	0.0	0.0
3665000	0.7827665942830677	58.07	0.3	0.0	0.0	0.0	0.0	0.0
3670000	0.7811332604054968	56.72	0.32	0.0	0.0	0.0	0.0	0.0
3675000	0.7794999265279259	56.07	0.27	0.0	0.0	0.0	0.0	0.0
3680000	0.777866592650355	56.99	0.34	0.0	0.0	0.0	0.0	0.0
3685000	0.776233258772784	59.02	0.37	0.0	0.0	0.0	0.0	0.0
3690000	0.7745999248952131	55.86	0.3	0.0	0.0	0.0	0.0	0.0
3695000	0.7729665910176422	55.64	0.27	0.0	0.0	0.0	0.0	0.0
3700000	0.7713332571400713	55.72	0.28	0.0	0.0	0.0	0.0	0.0
3705000	0.7696999232625004	56.34	0.34	0.0	0.0	0.0	0.0	0.0
3710000	0.7680665893849294	55.01	0.28	0.0	0.0	0.0	0.0	0.0
3715000	0.7664332555073585	56.86	0.32	0.0	0.0	0.0	0.0	0.0
3720000	0.7647999216297876	54.45	0.28	0.0	0.0	0.0	0.0	0.0
3725000	0.7631665877522167	56.42	0.24	0.0	0.0	0.0	0.0	0.0
3730000	0.7615332538746458	58.2	0.33	0.0	0.0	0.0	0.0	0.0
3735000	0.7598999199970748	55.89	0.29	0.0	0.0	0.0	0.0	0.0
3740000	0.7582665861195039	56.91	0.3	0.0	0.0	0.0	0.0	0.0
3745000	0.756633252241933	57.88	0.35	0.0	0.0	0.0	0.0	0.0
3750000	0.7549999183643621	56.63	0.29	0.0	0.0	0.0	0.0	0.0
3755000	0.7533665844867912	56.06	0.25	0.0	0.0	0.0	0.0	0.0
3760000	0.7517332506092202	57.29	0.3	0.0	0.0	0.0	0.0	0.0
3765000	0.7500999167316493	56.24	0.26	0.0	0.0	0.0	0.0	0.0
3770000	0.7484665828540784	56.87	0.3	0.0	0.0	0.0	0.0	0.0
3775000	0.7468332489765075	57.72	0.31	0.0	0.0	0.0	0.0	0.0
3780000	0.7451999150989366	55.92	0.28	0.0	0.0	0.0	0.0	0.0
3785000	0.7435665812213657	57.7	0.27	0.0	0.0	0.0	0.0	0.0
3790000	0.7419332473437947	55.96	0.25	0.0	0.0	0.0	0.0	0.0
3795000	0.7402999134662238	56.82	0.28	0.0	0.0	0.0	0.0	0.0
3800000	0.7386665795886529	54.45	0.2	0.0	0.0	0.0	0.0	0.0
3805000	0.737033245711082	56.51	0.26	0.0	0.0	0.0	0.0	0.0
3810000	0.735399911833511	56.92	0.34	0.0	0.0	0.0	0.0	0.0
3815000	0.7337665779559401	54.97	0.26	0.0	0.0	0.0	0.0	0.0
3820000	0.7321332440783692	55.78	0.33	0.0	0.0	0.0	0.0	0.0
3825000	0.7304999102007983	55.78	0.25	0.0	0.0	0.0	0.0	0.0
3830000	0.7288665763232274	54.69	0.21	0.0	0.0	0.0	0.0	0.0
3835000	0.7272332424456565	56.36	0.3	0.0	0.0	0.0	0.0	0.0
3840000	0.7255999085680855	54.79	0.29	0.0	0.0	0.0	0.0	0.0
3845000	0.7239665746905146	55.94	0.29	0.0	0.0	0.0	0.0	0.0
3850000	0.7223332408129437	56.82	0.34	0.0	0.0	0.0	0.0	0.0
3855000	0.7206999069353728	56.94	0.27	0.0	0.0	0.0	0.0	0.0
3860000	0.7190665730578019	55.76	0.24	0.0	0.0	0.0	0.0	0.0
3865000	0.7174332391802309	56.3	0.28	0.0	0.0	0.0	0.0	0.0
3870000	0.71579990530266	56.15	0.32	0.0	0.0	0.0	0.0	0.0
3875000	0.7141665714250891	56.79	0.33	0.0	0.0	0.0	0.0	0.0
3880000	0.7125332375475182	56.4	0.3	0.0	0.0	0.0	0.0	0.0
3885000	0.7108999036699473	56.95	0.31	0.0	0.0	0.0	0.0	0.0
3890000	0.7092665697923763	55.67	0.34	0.0	0.0	0.0	0.0	0.0
3895000	0.7076332359148054	56.14	0.28	0.0	0.0	0.0	0.0	0.0
3900000	0.7059999020372345	57.95	0.32	0.0	0.0	0.0	0.0	0.0
3905000	0.7043665681596636	56.91	0.27	0.0	0.0	0.0	0.0	0.0
3910000	0.7027332342820927	56.24	0.3	0.0	0.0	0.0	0.0	0.0
3915000	0.7010999004045217	56.84	0.3	0.0	0.0	0.0	0.0	0.0
3920000	0.6994665665269508	56.71	0.27	0.0	0.0	0.0	0.0	0.0
3925000	0.6978332326493799	57.12	0.36	0.0	0.0	0.0	0.0	0.0
3930000	0.696199898771809	57.48	0.32	0.0	0.0	0.0	0.0	0.0
