episode	epsilon	score	bonus	straight	full	low	high	yum
3935000	0.6945665648942381	55.29	0.24	0.0	0.0	0.0	0.0	0.0
3940000	0.6929332310166672	58.31	0.32	0.0	0.0	0.0	0.0	0.0
3945000	0.6912998971390962	57.26	0.36	0.0	0.0	0.0	0.0	0.0
3950000	0.6896665632615253	55.57	0.3	0.0	0.0	0.0	0.0	0.0
3955000	0.6880332293839544	54.86	0.22	0.0	0.0	0.0	0.0	0.0
3960000	0.6863998955063835	54.29	0.17	0.0	0.0	0.0	0.0	0.0
3965000	0.6847665616288126	54.47	0.23	0.0	0.0	0.0	0.0	0.0
3970000	0.6831332277512416	56.1	0.3	0.0	0.0	0.0	0.0	0.0
3975000	0.6814998938736707	57.06	0.33	0.0	0.0	0.0	0.0	0.0
3980000	0.6798665599960998	55.76	0.32	0.0	0.0	0.0	0.0	0.0
3985000	0.6782332261185289	54.72	0.24	0.0	0.0	0.0	0.0	0.0
3990000	0.676599892240958	57.68	0.31	0.0	0.0	0.0	0.0	0.0
3995000	0.674966558363387	56.59	0.28	0.0	0.0	0.0	0.0	0.0
4000000	0.6733332244858161	52.58	0.22	0.0	0.0	0.0	0.0	0.0
4005000	0.6716998906082452	56.39	0.29	0.0	0.0	0.0	0.0	0.0
4010000	0.6700665567306743	55.73	0.29	0.0	0.0	0.0	0.0	0.0
4015000	0.6684332228531034	57.95	0.32	0.0	0.0	0.0	0.0	0.0
4020000	0.6667998889755324	56.86	0.34	0.0	0.0	0.0	0.0	0.0
4025000	0.6651665550979615	56.94	0.32	0.0	0.0	0.0	0.0	0.0
4030000	0.6635332212203906	54.83	0.29	0.0	0.0	0.0	0.0	0.0
4035000	0.6618998873428197	56.74	0.35	0.0	0.0	0.0	0.0	0.0
4040000	0.6602665534652488	56.94	0.33	0.0	0.0	0.0	0.0	0.0
4045000	0.6586332195876778	56.46	0.27	0.0	0.0	0.0	0.0	0.0
4050000	0.6569998857101069	56.56	0.32	0.0	0.0	0.0	0.0	0.0
4055000	0.655366551832536	56.54	0.26	0.0	0.0	0.0	0.0	0.0
4060000	0.6537332179549651	55.58	0.26	0.0	0.0	0.0	0.0	0.0
4065000	0.6520998840773942	56.02	0.25	0.0	0.0	0.0	0.0	0.0
4070000	0.6504665501998232	57.37	0.26	0.0	0.0	0.0	0.0	0.0
4075000	0.6488332163222523	55.47	0.24	0.0	0.0	0.0	0.0	0.0
4080000	0.6471998824446814	57.61	0.31	0.0	0.0	0.0	0.0	0.0
4085000	0.6455665485671105	55.73	0.27	0.0	0.0	0.0	0.0	0.0
4090000	0.6439332146895396	55.48	0.24	0.0	0.0	0.0	0.0	0.0
4095000	0.6422998808119686	56.75	0.29	0.0	0.0	0.0	0.0	0.0
4100000	0.6406665469343977	55.29	0.26	0.0	0.0	0.0	0.0	0.0
4105000	0.6390332130568268	56.04	0.28	0.0	0.0	0.0	0.0	0.0
4110000	0.6373998791792559	56.96	0.29	0.0	0.0	0.0	0.0	0.0
4115000	0.635766545301685	56.31	0.3	0.0	0.0	0.0	0.0	0.0
4120000	0.634133211424114	57.08	0.28	0.0	0.0	0.0	0.0	0.0
4125000	0.6324998775465431	57.04	0.35	0.0	0.0	0.0	0.0	0.0
4130000	0.6308665436689722	57.08	0.34	0.0	0.0	0.0	0.0	0.0
4135000	0.6292332097914013	56.26	0.23	0.0	0.0	0.0	0.0	0.0
4140000	0.6275998759138304	56.43	0.24	0.0	0.0	0.0	0.0	0.0
4145000	0.6259665420362595	56.39	0.3	0.0	0.0	0.0	0.0	0.0
4150000	0.6243332081586885	56.72	0.32	0.0	0.0	0.0	0.0	0.0
4155000	0.6226998742811176	57.07	0.32	0.0	0.0	0.0	0.0	0.0
4160000	0.6210665404035467	57.81	0.38	0.0	0.0	0.0	0.0	0.0
4165000	0.6194332065259758	58.19	0.34	0.0	0.0	0.0	0.0	0.0
4170000	0.6177998726484049	56.77	0.29	0.0	0.0	0.0	0.0	0.0
4175000	0.6161665387708339	56.21	0.26	0.0	0.0	0.0	0.0	0.0
4180000	0.614533204893263	55.42	0.26	0.0	0.0	0.0	0.0	0.0
4185000	0.6128998710156921	54.18	0.26	0.0	0.0	0.0	0.0	0.0
4190000	0.6112665371381212	55.73	0.32	0.0	0.0	0.0	0.0	0.0
4195000	0.6096332032605503	55.33	0.29	0.0	0.0	0.0	0.0	0.0
4200000	0.6079998693829793	56.78	0.3	0.0	0.0	0.0	0.0	0.0
4205000	0.6063665355054084	56.08	0.27	0.0	0.0	0.0	0.0	0.0
4210000	0.6047332016278375	55.05	0.29	0.0	0.0	0.0	0.0	0.0
4215000	0.6030998677502666	59.63	0.42	0.0	0.0	0.0	0.0	0.0
4220000	0.6014665338726957	56.73	0.3	0.0	0.0	0.0	0.0	0.0
4225000	0.5998331999951247	57.39	0.33	0.0	0.0	0.0	0.0	0.0
4230000	0.5981998661175538	55.97	0.3	0.0	0.0	0.0	0.0	0.0
4235000	0.5965665322399829	56.06	0.32	0.0	0.0	0.0	0.0	0.0
4240000	0.594933198362412	56.65	0.31	0.0	0.0	0.0	0.0	0.0
4245000	0.5932998644848411	57.12	0.29	0.0	0.0	0.0	0.0	0.0
4250000	0.5916665306072701	55.69	0.31	0.0	0.0	0.0	0.0	0.0
4255000	0.5900331967296992	56.63	0.3	0.0	0.0	0.0	0.0	0.0
4260000	0.5883998628521283	54.99	0.24	0.0	0.0	0.0	0.0	0.0
4265000	0.5867665289745574	52.47	0.11	0.0	0.0	0.0	0.0	0.0
4270000	0.5851331950969865	57.54	0.35	0.0	0.0	0.0	0.0	0.0
4275000	0.5834998612194155	55.8	0.27	0.0	0.0	0.0	0.0	0.0
4280000	0.5818665273418446	57.27	0.31	0.0	0.0	0.0	0.0	0.0
4285000	0.5802331934642737	56.56	0.3	0.0	0.0	0.0	0.0	0.0
4290000	0.5785998595867028	57.89	0.39	0.0	0.0	0.0	0.0	0.0
4295000	0.5769665257091319	55.2	0.23	0.0	0.0	0.0	0.0	0.0
4300000	0.575333191831561	56.5	0.33	0.0	0.0	0.0	0.0	0.0
4305000	0.57369985795399	57.68	0.33	0.0	0.0	0.0	0.0	0.0
4310000	0.5720665240764191	57.69	0.31	0.0	0.0	0.0	0.0	0.0
4315000	0.5704331901988482	56.86	0.3	0.0	0.0	0.0	0.0	0.0
4320000	0.5687998563212773	57.47	0.34	0.0	0.0	0.0	0.0	0.0
4325000	0.5671665224437064	58.16	0.29	0.0	0.0	0.0	0.0	0.0
4330000	0.5655331885661354	57.66	0.31	0.0	0.0	0.0	0.0	0.0
4335000	0.5638998546885645	55.75	0.21	0.0	0.0	0.0	0.0	0.0
4340000	0.5622665208109936	54.89	0.28	0.0	0.0	0.0	0.0	0.0
4345000	0.5606331869334227	55.34	0.27	0.0	0.0	0.0	0.0	0.0
4350000	0.5589998530558518	58.02	0.37	0.0	0.0	0.0	0.0	0.0
4355000	0.5573665191782808	55.85	0.2	0.0	0.0	0.0	0.0	0.0
4360000	0.5557331853007099	57.37	0.31	0.0	0.0	0.0	0.0	0.0
4365000	0.554099851423139	56.32	0.25	0.0	0.0	0.0	0.0	0.0
4370000	0.5524665175455681	55.87	0.27	0.0	0.0	0.0	0.0	0.0
4375000	0.5508331836679972	57.48	0.32	0.0	0.0	0.0	0.0	0.0
4380000	0.5491998497904262	57.56	0.34	0.0	0.0	0.0	0.0	0.0
4385000	0.5475665159128553	55.18	0.25	0.0	0.0	0.0	0.0	0.0
4390000	0.5459331820352844	55.95	0.23	0.0	0.0	0.0	0.0	0.0
4395000	0.5442998481577135	56.95	0.31	0.0	0.0	0.0	0.0	0.0
4400000	0.5426665142801426	55.96	0.27	0.0	0.0	0.0	0.0	0.0
4405000	0.5410331804025716	55.63	0.21	0.0	0.0	0.0	0.0	0.0
4410000	0.5393998465250007	56.32	0.28	0.0	0.0	0.0	0.0	0.0
4415000	0.5377665126474298	55.96	0.25	0.0	0.0	0.0	0.0	0.0
4420000	0.5361331787698589	57.22	0.26	0.0	0.0	0.0	0.0	0.0
4425000	0.534499844892288	56.12	0.3	0.0	0.0	0.0	0.0	0.0
4430000	0.532866511014717	58.38	0.35	0.0	0.0	0.0	0.0	0.0
4435000	0.5312331771371461	57.06	0.28	0.0	0.0	0.0	0.0	0.0
4440000	0.5295998432595752	58.31	0.34	0.0	0.0	0.0	0.0	0.0
4445000	0.5279665093820043	56.7	0.3	0.0	0.0	0.0	0.0	0.0
4450000	0.5263331755044334	55.32	0.24	0.0	0.0	0.0	0.0	0.0
4455000	0.5246998416268625	57.28	0.32	0.0	0.0	0.0	0.0	0.0
4460000	0.5230665077492915	54.93	0.27	0.0	0.0	0.0	0.0	0.0
4465000	0.5214331738717206	56.08	0.27	0.0	0.0	0.0	0.0	0.0
4470000	0.5197998399941497	57.25	0.35	0.0	0.0	0.0	0.0	0.0
4475000	0.5181665061165788	55.57	0.19	0.0	0.0	0.0	0.0	0.0
4480000	0.5165331722390079	58.36	0.36	0.0	0.0	0.0	0.0	0.0
4485000	0.5148998383614369	57.43	0.28	0.0	0.0	0.0	0.0	0.0
4490000	0.513266504483866	56.12	0.26	0.0	0.0	0.0	0.0	0.0
4495000	0.5116331706062951	58.44	0.37	0.0	0.0	0.0	0.0	0.0
4500000	0.5099998367287242	58.23	0.34	0.0	0.0	0.0	0.0	0.0
4505000	0.5083665028511533	56.92	0.29	0.0	0.0	0.0	0.0	0.0
4510000	0.5067331689735823	56.15	0.26	0.0	0.0	0.0	0.0	0.0
4515000	0.5050998350960114	57.02	0.27	0.0	0.0	0.0	0.0	0.0
4520000	0.5034665012184405	54.74	0.24	0.0	0.0	0.0	0.0	0.0
4525000	0.5018331673408696	56.96	0.24	0.0	0.0	0.0	0.0	0.0
4530000	0.5001998334632987	55.56	0.22	0.0	0.0	0.0	0.0	0.0
4535000	0.498566499585489	56.92	0.25	0.0	0.0	0.0	0.0	0.0
4540000	0.49693316570764606	57.48	0.3	0.0	0.0	0.0	0.0	0.0
4545000	0.49529983182980314	56.57	0.28	0.0	0.0	0.0	0.0	0.0
4550000	0.4936664979519602	53.45	0.18	0.0	0.0	0.0	0.0	0.0
4555000	0.4920331640741173	55.43	0.26	0.0	0.0	0.0	0.0	0.0
4560000	0.49039983019627437	56.25	0.31	0.0	0.0	0.0	0.0	0.0
4565000	0.48876649631843144	56.63	0.31	0.0	0.0	0.0	0.0	0.0
4570000	0.4871331624405885	55.59	0.23	0.0	0.0	0.0	0.0	0.0
4575000	0.4854998285627456	55.91	0.24	0.0	0.0	0.0	0.0	0.0
4580000	0.48386649468490267	55.37	0.25	0.0	0.0	0.0	0.0	0.0
4585000	0.48223316080705975	55.7	0.26	0.0	0.0	0.0	0.0	0.0
4590000	0.4805998269292168	57.1	0.33	0.0	0.0	0.0	0.0	0.0
4595000	0.4789664930513739	55.55	0.24	0.0	0.0	0.0	0.0	0.0
4600000	0.477333159173531	56.39	0.29	0.0	0.0	0.0	0.0	0.0
4605000	0.47569982529568805	55.93	0.22	0.0	0.0	0.0	0.0	0.0
4610000	0.4740664914178451	55.98	0.24	0.0	0.0	0.0	0.0	0.0
4615000	0.4724331575400022	56.4	0.3	0.0	0.0	0.0	0.0	0.0
4620000	0.4707998236621593	56.5	0.32	0.0	0.0	0.0	0.0	0.0
4625000	0.46916648978431635	57.59	0.32	0.0	0.0	0.0	0.0	0.0
4630000	0.46753315590647343	57.0	0.3	0.0	0.0	0.0	0.0	0.0
4635000	0.4658998220286305	57.41	0.35	0.0	0.0	0.0	0.0	0.0
4640000	0.4642664881507876	54.48	0.22	0.0	0.0	0.0	0.0	0.0
4645000	0.46263315427294466	57.62	0.32	0.0	0.0	0.0	0.0	0.0
4650000	0.46099982039510173	57.1	0.34	0.0	0.0	0.0	0.0	0.0
4655000	0.4593664865172588	55.79	0.25	0.0	0.0	0.0	0.0	0.0
4660000	0.4577331526394159	56.04	0.22	0.0	0.0	0.0	0.0	0.0
4665000	0.45609981876157296	57.91	0.37	0.0	0.0	0.0	0.0	0.0
4670000	0.45446648488373004	56.44	0.26	0.0	0.0	0.0	0.0	0.0
4675000	0.4528331510058871	55.68	0.27	0.0	0.0	0.0	0.0	0.0
4680000	0.4511998171280442	55.59	0.3	0.0	0.0	0.0	0.0	0.0
4685000	0.44956648325020127	56.46	0.26	0.0	0.0	0.0	0.0	0.0
4690000	0.44793314937235834	56.44	0.35	0.0	0.0	0.0	0.0	0.0
4695000	0.4462998154945154	55.87	0.26	0.0	0.0	0.0	0.0	0.0
4700000	0.4446664816166725	58.17	0.38	0.0	0.0	0.0	0.0	0.0
4705000	0.44303314773882957	55.13	0.3	0.0	0.0	0.0	0.0	0.0
4710000	0.44139981386098665	56.78	0.34	0.0	0.0	0.0	0.0	0.0
4715000	0.4397664799831437	57.55	0.37	0.0	0.0	0.0	0.0	0.0
4720000	0.4381331461053008	53.8	0.18	0.0	0.0	0.0	0.0	0.0
4725000	0.4364998122274579	58.6	0.4	0.0	0.0	0.0	0.0	0.0
4730000	0.43486647834961495	56.4	0.33	0.0	0.0	0.0	0.0	0.0
4735000	0.433233144471772	54.79	0.3	0.0	0.0	0.0	0.0	0.0
4740000	0.4315998105939291	55.57	0.22	0.0	0.0	0.0	0.0	0.0
4745000	0.4299664767160862	57.26	0.26	0.0	0.0	0.0	0.0	0.0
4750000	0.42833314283824325	57.37	0.3	0.0	0.0	0.0	0.0	0.0
4755000	0.42669980896040033	56.11	0.29	0.0	0.0	0.0	0.0	0.0
4760000	0.4250664750825574	57.2	0.33	0.0	0.0	0.0	0.0	0.0
4765000	0.4234331412047145	58.7	0.36	0.0	0.0	0.0	0.0	0.0
4770000	0.42179980732687156	55.74	0.25	0.0	0.0	0.0	0.0	0.0
4775000	0.42016647344902863	55.86	0.25	0.0	0.0	0.0	0.0	0.0
4780000	0.4185331395711857	56.41	0.3	0.0	0.0	0.0	0.0	0.0
4785000	0.4168998056933428	55.59	0.29	0.0	0.0	0.0	0.0	0.0
4790000	0.41526647181549986	56.24	0.24	0.0	0.0	0.0	0.0	0.0
4795000	0.41363313793765694	55.5	0.28	0.0	0.0	0.0	0.0	0.0
4800000	0.411999804059814	56.11	0.26	0.0	0.0	0.0	0.0	0.0
4805000	0.4103664701819711	56.09	0.23	0.0	0.0	0.0	0.0	0.0
4810000	0.40873313630412816	57.3	0.29	0.0	0.0	0.0	0.0	0.0
4815000	0.40709980242628524	56.27	0.33	0.0	0.0	0.0	0.0	0.0
4820000	0.4054664685484423	56.95	0.35	0.0	0.0	0.0	0.0	0.0
4825000	0.4038331346705994	58.48	0.32	0.0	0.0	0.0	0.0	0.0
4830000	0.40219980079275647	56.93	0.3	0.0	0.0	0.0	0.0	0.0
4835000	0.40056646691491354	56.63	0.28	0.0	0.0	0.0	0.0	0.0
4840000	0.3989331330370706	56.44	0.28	0.0	0.0	0.0	0.0	0.0
4845000	0.3972997991592277	57.79	0.3	0.0	0.0	0.0	0.0	0.0
4850000	0.39566646528138477	56.38	0.28	0.0	0.0	0.0	0.0	0.0
4855000	0.39403313140354185	55.49	0.35	0.0	0.0	0.0	0.0	0.0
4860000	0.3923997975256989	55.96	0.23	0.0	0.0	0.0	0.0	0.0
4865000	0.390766463647856	55.74	0.32	0.0	0.0	0.0	0.0	0.0
4870000	0.3891331297700131	54.68	0.21	0.0	0.0	0.0	0.0	0.0
4875000	0.38749979589217015	56.19	0.28	0.0	0.0	0.0	0.0	0.0
4880000	0.3858664620143272	56.13	0.26	0.0	0.0	0.0	0.0	0.0
4885000	0.3842331281364843	58.11	0.34	0.0	0.0	0.0	0.0	0.0
4890000	0.3825997942586414	58.08	0.38	0.0	0.0	0.0	0.0	0.0
4895000	0.38096646038079846	55.64	0.31	0.0	0.0	0.0	0.0	0.0
4900000	0.37933312650295553	57.82	0.4	0.0	0.0	0.0	0.0	0.0
4905000	0.3776997926251126	55.79	0.25	0.0	0.0	0.0	0.0	0.0
4910000	0.3760664587472697	57.37	0.29	0.0	0.0	0.0	0.0	0.0
4915000	0.37443312486942676	55.99	0.31	0.0	0.0	0.0	0.0	0.0
4920000	0.37279979099158383	55.81	0.3	0.0	0.0	0.0	0.0	0.0
4925000	0.3711664571137409	56.72	0.3	0.0	0.0	0.0	0.0	0.0
4930000	0.369533123235898	56.67	0.3	0.0	0.0	0.0	0.0	0.0
4935000	0.36789978935805506	56.59	0.24	0.0	0.0	0.0	0.0	0.0
4940000	0.36626645548021214	54.33	0.21	0.0	0.0	0.0	0.0	0.0
4945000	0.3646331216023692	56.31	0.24	0.0	0.0	0.0	0.0	0.0
4950000	0.3629997877245263	57.83	0.31	0.0	0.0	0.0	0.0	0.0
4955000	0.36136645384668337	57.22	0.29	0.0	0.0	0.0	0.0	0.0
4960000	0.35973311996884044	56.62	0.3	0.0	0.0	0.0	0.0	0.0
4965000	0.3580997860909975	58.16	0.36	0.0	0.0	0.0	0.0	0.0
4970000	0.3564664522131546	58.29	0.35	0.0	0.0	0.0	0.0	0.0
4975000	0.35483311833531167	55.76	0.26	0.0	0.0	0.0	0.0	0.0
4980000	0.35319978445746875	55.81	0.28	0.0	0.0	0.0	0.0	0.0
4985000	0.3515664505796258	56.41	0.28	0.0	0.0	0.0	0.0	0.0
4990000	0.3499331167017829	55.2	0.27	0.0	0.0	0.0	0.0	0.0
4995000	0.34829978282394	56.74	0.31	0.0	0.0	0.0	0.0	0.0
5000000	0.34666644894609705	56.57	0.28	0.0	0.0	0.0	0.0	0.0
5005000	0.3450331150682541	56.4	0.26	0.0	0.0	0.0	0.0	0.0
5010000	0.3433997811904112	54.82	0.26	0.0	0.0	0.0	0.0	0.0
5015000	0.3417664473125683	57.75	0.33	0.0	0.0	0.0	0.0	0.0
5020000	0.34013311343472535	58.34	0.31	0.0	0.0	0.0	0.0	0.0
5025000	0.33849977955688243	53.82	0.17	0.0	0.0	0.0	0.0	0.0
5030000	0.3368664456790395	55.91	0.22	0.0	0.0	0.0	0.0	0.0
5035000	0.3352331118011966	57.81	0.31	0.0	0.0	0.0	0.0	0.0
5040000	0.33359977792335366	56.59	0.31	0.0	0.0	0.0	0.0	0.0
5045000	0.33196644404551073	56.45	0.28	0.0	0.0	0.0	0.0	0.0
5050000	0.3303331101676678	56.1	0.31	0.0	0.0	0.0	0.0	0.0
5055000	0.3286997762898249	54.46	0.26	0.0	0.0	0.0	0.0	0.0
5060000	0.32706644241198196	56.65	0.32	0.0	0.0	0.0	0.0	0.0
5065000	0.32543310853413904	55.43	0.26	0.0	0.0	0.0	0.0	0.0
5070000	0.3237997746562961	56.12	0.3	0.0	0.0	0.0	0.0	0.0
5075000	0.3221664407784532	56.04	0.29	0.0	0.0	0.0	0.0	0.0
5080000	0.32053310690061027	57.01	0.34	0.0	0.0	0.0	0.0	0.0
5085000	0.31889977302276734	56.83	0.32	0.0	0.0	0.0	0.0	0.0
5090000	0.3172664391449244	56.3	0.3	0.0	0.0	0.0	0.0	0.0
5095000	0.3156331052670815	56.84	0.32	0.0	0.0	0.0	0.0	0.0
5100000	0.31399977138923857	55.47	0.27	0.0	0.0	0.0	0.0	0.0
5105000	0.31236643751139564	57.14	0.31	0.0	0.0	0.0	0.0	0.0
5110000	0.3107331036335527	58.31	0.35	0.0	0.0	0.0	0.0	0.0
5115000	0.3090997697557098	57.23	0.33	0.0	0.0	0.0	0.0	0.0
5120000	0.3074664358778669	57.91	0.39	0.0	0.0	0.0	0.0	0.0
5125000	0.30583310200002395	56.11	0.28	0.0	0.0	0.0	0.0	0.0
5130000	0.304199768122181	58.46	0.37	0.0	0.0	0.0	0.0	0.0
5135000	0.3025664342443381	57.82	0.34	0.0	0.0	0.0	0.0	0.0
5140000	0.3009331003664952	56.03	0.33	0.0	0.0	0.0	0.0	0.0
5145000	0.29929976648865225	56.02	0.28	0.0	0.0	0.0	0.0	0.0
5150000	0.29766643261080933	57.03	0.31	0.0	0.0	0.0	0.0	0.0
5155000	0.2960330987329664	56.76	0.35	0.0	0.0	0.0	0.0	0.0
5160000	0.2943997648551235	55.23	0.27	0.0	0.0	0.0	0.0	0.0
5165000	0.29276643097728056	55.85	0.26	0.0	0.0	0.0	0.0	0.0
5170000	0.29113309709943763	56.17	0.31	0.0	0.0	0.0	0.0	0.0
5175000	0.2894997632215947	56.45	0.32	0.0	0.0	0.0	0.0	0.0
5180000	0.2878664293437518	56.67	0.3	0.0	0.0	0.0	0.0	0.0
5185000	0.28623309546590886	56.79	0.27	0.0	0.0	0.0	0.0	0.0
5190000	0.28459976158806594	56.08	0.21	0.0	0.0	0.0	0.0	0.0
5195000	0.282966427710223	57.74	0.35	0.0	0.0	0.0	0.0	0.0
5200000	0.2813330938323801	55.37	0.23	0.0	0.0	0.0	0.0	0.0
5205000	0.27969975995453716	57.52	0.29	0.0	0.0	0.0	0.0	0.0
5210000	0.27806642607669424	58.2	0.3	0.0	0.0	0.0	0.0	0.0
5215000	0.2764330921988513	57.9	0.35	0.0	0.0	0.0	0.0	0.0
5220000	0.2747997583210084	57.65	0.35	0.0	0.0	0.0	0.0	0.0
5225000	0.27316642444316547	56.34	0.34	0.0	0.0	0.0	0.0	0.0
5230000	0.27153309056532254	57.39	0.33	0.0	0.0	0.0	0.0	0.0
5235000	0.2698997566874796	56.09	0.29	0.0	0.0	0.0	0.0	0.0
5240000	0.2682664228096367	55.16	0.23	0.0	0.0	0.0	0.0	0.0
5245000	0.26663308893179377	56.55	0.27	0.0	0.0	0.0	0.0	0.0
5250000	0.26499975505395085	57.68	0.36	0.0	0.0	0.0	0.0	0.0
5255000	0.2633664211761079	57.98	0.36	0.0	0.0	0.0	0.0	0.0
5260000	0.261733087298265	57.48	0.32	0.0	0.0	0.0	0.0	0.0
5265000	0.2600997534204221	54.15	0.25	0.0	0.0	0.0	0.0	0.0
5270000	0.25846641954257915	56.38	0.3	0.0	0.0	0.0	0.0	0.0
5275000	0.2568330856647362	57.65	0.34	0.0	0.0	0.0	0.0	0.0
5280000	0.2551997517868933	57.75	0.33	0.0	0.0	0.0	0.0	0.0
5285000	0.2535664179090504	56.58	0.29	0.0	0.0	0.0	0.0	0.0
5290000	0.25193308403120745	56.1	0.26	0.0	0.0	0.0	0.0	0.0
5295000	0.25029975015336453	58.55	0.38	0.0	0.0	0.0	0.0	0.0
5300000	0.2486664162755216	57.76	0.36	0.0	0.0	0.0	0.0	0.0
5305000	0.24703308239767868	55.51	0.21	0.0	0.0	0.0	0.0	0.0
5310000	0.24539974851983576	57.05	0.25	0.0	0.0	0.0	0.0	0.0
5315000	0.24376641464199283	57.39	0.3	0.0	0.0	0.0	0.0	0.0
5320000	0.2421330807641499	54.77	0.28	0.0	0.0	0.0	0.0	0.0
5325000	0.240499746886307	56.4	0.32	0.0	0.0	0.0	0.0	0.0
5330000	0.23886641300846406	57.48	0.3	0.0	0.0	0.0	0.0	0.0
5335000	0.23723307913062114	55.32	0.26	0.0	0.0	0.0	0.0	0.0
5340000	0.23559974525277821	55.15	0.23	0.0	0.0	0.0	0.0	0.0
5345000	0.2339664113749353	56.92	0.28	0.0	0.0	0.0	0.0	0.0
5350000	0.23233307749709237	56.59	0.26	0.0	0.0	0.0	0.0	0.0
5355000	0.23069974361924944	55.76	0.27	0.0	0.0	0.0	0.0	0.0
5360000	0.22906640974140652	55.97	0.28	0.0	0.0	0.0	0.0	0.0
5365000	0.2274330758635636	59.18	0.38	0.0	0.0	0.0	0.0	0.0
5370000	0.22579974198572067	55.82	0.3	0.0	0.0	0.0	0.0	0.0
5375000	0.22416640810787775	58.46	0.36	0.0	0.0	0.0	0.0	0.0
5380000	0.22253307423003482	55.74	0.31	0.0	0.0	0.0	0.0	0.0
5385000	0.2208997403521919	58.08	0.33	0.0	0.0	0.0	0.0	0.0
5390000	0.21926640647434897	57.14	0.35	0.0	0.0	0.0	0.0	0.0
5395000	0.21763307259650605	57.36	0.35	0.0	0.0	0.0	0.0	0.0
5400000	0.21599973871866313	57.73	0.35	0.0	0.0	0.0	0.0	0.0
5405000	0.2143664048408202	56.32	0.33	0.0	0.0	0.0	0.0	0.0
5410000	0.21273307096297728	55.9	0.29	0.0	0.0	0.0	0.0	0.0
5415000	0.21109973708513435	55.8	0.28	0.0	0.0	0.0	0.0	0.0
5420000	0.20946640320729143	56.6	0.33	0.0	0.0	0.0	0.0	0.0
5425000	0.2078330693294485	55.9	0.28	0.0	0.0	0.0	0.0	0.0
5430000	0.20619973545160558	57.41	0.35	0.0	0.0	0.0	0.0	0.0
5435000	0.20456640157376266	57.33	0.34	0.0	0.0	0.0	0.0	0.0
5440000	0.20293306769591973	55.83	0.29	0.0	0.0	0.0	0.0	0.0
5445000	0.2012997338180768	56.57	0.28	0.0	0.0	0.0	0.0	0.0
5450000	0.19966639994023389	57.9	0.33	0.0	0.0	0.0	0.0	0.0
5455000	0.19803306606239096	56.7	0.27	0.0	0.0	0.0	0.0	0.0
5460000	0.19639973218454804	56.02	0.27	0.0	0.0	0.0	0.0	0.0
5465000	0.1947663983067051	57.58	0.32	0.0	0.0	0.0	0.0	0.0
5470000	0.1931330644288622	57.68	0.27	0.0	0.0	0.0	0.0	0.0
5475000	0.19149973055101926	57.44	0.35	0.0	0.0	0.0	0.0	0.0
5480000	0.18986639667317634	58.12	0.36	0.0	0.0	0.0	0.0	0.0
5485000	0.18823306279533342	56.68	0.3	0.0	0.0	0.0	0.0	0.0
5490000	0.1865997289174905	57.02	0.31	0.0	0.0	0.0	0.0	0.0
5495000	0.18496639503964757	56.04	0.29	0.0	0.0	0.0	0.0	0.0
5500000	0.18333306116180464	56.83	0.27	0.0	0.0	0.0	0.0	0.0
5505000	0.18169972728396172	57.49	0.35	0.0	0.0	0.0	0.0	0.0
5510000	0.1800663934061188	57.6	0.37	0.0	0.0	0.0	0.0	0.0
5515000	0.17843305952827587	56.01	0.27	0.0	0.0	0.0	0.0	0.0
5520000	0.17679972565043295	56.37	0.27	0.0	0.0	0.0	0.0	0.0
5525000	0.17516639177259002	57.88	0.32	0.0	0.0	0.0	0.0	0.0
5530000	0.1735330578947471	57.82	0.38	0.0	0.0	0.0	0.0	0.0
5535000	0.17189972401690418	56.45	0.3	0.0	0.0	0.0	0.0	0.0
5540000	0.17026639013906125	58.38	0.38	0.0	0.0	0.0	0.0	0.0
5545000	0.16863305626121833	55.62	0.29	0.0	0.0	0.0	0.0	0.0
5550000	0.1669997223833754	55.08	0.25	0.0	0.0	0.0	0.0	0.0
5555000	0.16536638850553248	56.03	0.29	0.0	0.0	0.0	0.0	0.0
5560000	0.16373305462768956	56.82	0.3	0.0	0.0	0.0	0.0	0.0
5565000	0.16209972074984663	54.65	0.25	0.0	0.0	0.0	0.0	0.0
5570000	0.1604663868720037	58.79	0.41	0.0	0.0	0.0	0.0	0.0
5575000	0.15883305299416078	57.37	0.29	0.0	0.0	0.0	0.0	0.0
5580000	0.15719971911631786	56.75	0.2	0.0	0.0	0.0	0.0	0.0
5585000	0.15556638523847494	57.6	0.34	0.0	0.0	0.0	0.0	0.0
5590000	0.153933051360632	58.43	0.31	0.0	0.0	0.0	0.0	0.0
5595000	0.1522997174827891	57.46	0.29	0.0	0.0	0.0	0.0	0.0
5600000	0.15066638360494616	56.92	0.31	0.0	0.0	0.0	0.0	0.0
5605000	0.14903304972710324	59.38	0.36	0.0	0.0	0.0	0.0	0.0
5610000	0.14739971584926032	56.75	0.32	0.0	0.0	0.0	0.0	0.0
5615000	0.1457663819714174	57.3	0.24	0.0	0.0	0.0	0.0	0.0
5620000	0.14413304809357447	58.38	0.38	0.0	0.0	0.0	0.0	0.0
5625000	0.14249971421573154	57.0	0.26	0.0	0.0	0.0	0.0	0.0
5630000	0.14086638033788862	57.94	0.33	0.0	0.0	0.0	0.0	0.0
5635000	0.1392330464600457	57.18	0.32	0.0	0.0	0.0	0.0	0.0
