episode	eps	score	bonus	straight	full	low	high	yum
3890000	0.52	146.31	0.54	0.30	0.80	0.99	0.70	0.13
3900000	0.52	148.39	0.56	0.40	0.76	0.99	0.68	0.11
3910000	0.52	147.77	0.61	0.35	0.70	0.95	0.69	0.16
3920000	0.51	144.77	0.54	0.28	0.67	0.98	0.64	0.21
3930000	0.51	144.43	0.54	0.37	0.68	0.98	0.72	0.09
3940000	0.51	148.96	0.60	0.38	0.71	1.00	0.65	0.16
3950000	0.51	149.76	0.54	0.35	0.78	1.00	0.69	0.19
3960000	0.51	147.98	0.51	0.42	0.70	0.99	0.72	0.17
3970000	0.51	143.01	0.52	0.35	0.64	0.98	0.68	0.13
3980000	0.51	149.82	0.61	0.34	0.75	0.99	0.67	0.18
3990000	0.51	143.03	0.45	0.27	0.70	0.99	0.64	0.26
4000000	0.50	145.88	0.49	0.38	0.77	0.97	0.66	0.13
4010000	0.50	144.89	0.54	0.36	0.65	0.98	0.58	0.23
4020000	0.50	142.91	0.55	0.33	0.66	0.99	0.64	0.12
4030000	0.50	144.84	0.51	0.34	0.77	1.00	0.65	0.14
4040000	0.50	147.96	0.54	0.41	0.75	0.98	0.68	0.15
4050000	0.50	146.48	0.56	0.38	0.74	0.97	0.70	0.07
4060000	0.50	145.64	0.55	0.29	0.73	1.00	0.73	0.12
4070000	0.50	142.02	0.44	0.37	0.72	0.98	0.61	0.20
4080000	0.50	142.82	0.53	0.24	0.72	0.98	0.69	0.13
4090000	0.49	145.87	0.56	0.31	0.74	0.97	0.66	0.15
4100000	0.49	146.78	0.54	0.36	0.76	0.97	0.68	0.13
4110000	0.49	143.82	0.47	0.34	0.66	0.97	0.67	0.24
4120000	0.49	146.86	0.51	0.38	0.72	0.99	0.70	0.13
4130000	0.49	143.42	0.57	0.28	0.70	0.97	0.70	0.11
4140000	0.49	150.01	0.65	0.35	0.72	0.98	0.67	0.13
4150000	0.49	146.75	0.58	0.41	0.70	1.00	0.58	0.13
4160000	0.49	138.91	0.42	0.33	0.68	1.00	0.60	0.14
4170000	0.48	144.49	0.46	0.46	0.64	1.00	0.76	0.10
4180000	0.48	145.37	0.57	0.38	0.64	0.98	0.67	0.17
4190000	0.48	145.29	0.49	0.37	0.77	0.98	0.69	0.11
4200000	0.48	148.5	0.60	0.37	0.70	0.99	0.69	0.14
4210000	0.48	146.39	0.61	0.38	0.70	0.99	0.59	0.12
4220000	0.48	145.58	0.53	0.35	0.74	0.99	0.65	0.11
4230000	0.48	148.83	0.53	0.41	0.73	0.99	0.67	0.21
4240000	0.48	140.08	0.48	0.33	0.64	0.99	0.65	0.13
4250000	0.47	145.57	0.58	0.41	0.67	0.98	0.67	0.10
4260000	0.47	148.91	0.64	0.35	0.71	0.99	0.66	0.13
4270000	0.47	150.53	0.63	0.34	0.75	0.96	0.76	0.13
4280000	0.47	142.02	0.50	0.37	0.73	0.95	0.64	0.12
4290000	0.47	147.73	0.58	0.38	0.69	0.98	0.69	0.13
4300000	0.47	146.62	0.56	0.33	0.73	0.99	0.61	0.16
4310000	0.47	145.43	0.56	0.34	0.73	0.94	0.63	0.17
4320000	0.47	150.4	0.63	0.32	0.73	1.00	0.70	0.19
4330000	0.46	146.74	0.53	0.33	0.77	0.96	0.71	0.12
4340000	0.46	147.46	0.58	0.40	0.68	1.00	0.61	0.16
4350000	0.46	149.2	0.59	0.37	0.72	1.00	0.60	0.19
4360000	0.46	143.84	0.55	0.37	0.65	1.00	0.66	0.09
4370000	0.46	141.91	0.50	0.40	0.71	0.98	0.63	0.06
4380000	0.46	148.0	0.56	0.36	0.75	1.00	0.65	0.14
4390000	0.46	148.79	0.51	0.43	0.78	0.99	0.69	0.13
4400000	0.46	147.15	0.59	0.39	0.65	0.98	0.70	0.14
4410000	0.45	150.13	0.64	0.40	0.79	0.98	0.59	0.12
4420000	0.45	147.87	0.58	0.38	0.68	0.99	0.67	0.14
4430000	0.45	149.44	0.56	0.36	0.75	0.98	0.66	0.19
4440000	0.45	147.85	0.56	0.34	0.69	1.00	0.71	0.18
4450000	0.45	152.91	0.67	0.38	0.72	0.95	0.75	0.14
4460000	0.45	146.59	0.48	0.43	0.76	0.97	0.67	0.17
4470000	0.45	143.55	0.52	0.31	0.70	0.98	0.69	0.14
4480000	0.45	138.9	0.52	0.32	0.62	0.98	0.63	0.09
4490000	0.44	144.29	0.49	0.35	0.78	0.99	0.69	0.10
4500000	0.44	145.05	0.55	0.26	0.70	0.99	0.67	0.18
4510000	0.44	143.0	0.50	0.28	0.76	0.98	0.58	0.19
4520000	0.44	144.35	0.54	0.31	0.70	0.98	0.62	0.18
4530000	0.44	144.53	0.53	0.31	0.73	0.98	0.67	0.17
4540000	0.44	150.64	0.52	0.35	0.80	0.98	0.70	0.24
4550000	0.44	147.92	0.53	0.33	0.76	0.97	0.74	0.13
4560000	0.44	146.23	0.59	0.37	0.75	0.98	0.64	0.10
4570000	0.43	144.6	0.58	0.32	0.66	0.95	0.64	0.16
4580000	0.43	147.12	0.48	0.40	0.79	0.99	0.64	0.16
4590000	0.43	144.19	0.54	0.34	0.71	0.98	0.61	0.15
4600000	0.43	151.36	0.63	0.38	0.75	1.00	0.67	0.14
4610000	0.43	150.28	0.52	0.40	0.81	0.99	0.74	0.12
4620000	0.43	143.18	0.49	0.41	0.73	0.99	0.60	0.11
4630000	0.43	145.87	0.58	0.34	0.67	0.96	0.68	0.16
4640000	0.43	148.01	0.59	0.35	0.69	1.00	0.68	0.13
4650000	0.42	147.06	0.56	0.38	0.72	0.99	0.64	0.14
4660000	0.42	147.24	0.61	0.30	0.75	0.97	0.55	0.21
4670000	0.42	151.77	0.59	0.41	0.72	0.98	0.69	0.21
4680000	0.42	142.9	0.48	0.31	0.72	1.00	0.69	0.12
4690000	0.42	147.99	0.54	0.38	0.74	1.00	0.70	0.14
4700000	0.42	149.63	0.63	0.36	0.73	1.00	0.65	0.15
4710000	0.42	145.39	0.59	0.34	0.78	0.99	0.58	0.09
4720000	0.42	147.96	0.61	0.33	0.76	0.98	0.63	0.15
4730000	0.41	147.79	0.56	0.31	0.77	0.99	0.68	0.14
4740000	0.41	149.89	0.61	0.38	0.72	0.96	0.66	0.17
4750000	0.41	147.18	0.57	0.32	0.67	0.97	0.71	0.16
4760000	0.41	147.75	0.51	0.37	0.73	0.99	0.72	0.16
4770000	0.41	147.39	0.59	0.30	0.71	0.98	0.70	0.14
4780000	0.41	149.2	0.53	0.40	0.77	0.99	0.74	0.12
4790000	0.41	151.24	0.59	0.37	0.77	0.99	0.66	0.16
4800000	0.41	144.93	0.54	0.41	0.69	0.99	0.64	0.11
4810000	0.40	141.89	0.50	0.31	0.71	0.96	0.57	0.20
4820000	0.40	146.06	0.57	0.31	0.71	0.99	0.71	0.12
4830000	0.40	143.93	0.44	0.36	0.70	0.98	0.76	0.15
4840000	0.40	145.74	0.51	0.40	0.70	0.97	0.70	0.13
4850000	0.40	142.43	0.56	0.29	0.76	1.00	0.49	0.16
4860000	0.40	148.19	0.55	0.33	0.75	0.99	0.65	0.21
4870000	0.40	148.38	0.58	0.37	0.66	0.99	0.67	0.19
4880000	0.40	148.18	0.63	0.36	0.75	1.00	0.54	0.16
4890000	0.39	144.25	0.55	0.33	0.65	0.97	0.63	0.18
4900000	0.39	147.32	0.55	0.38	0.71	0.99	0.70	0.12
4910000	0.39	142.66	0.48	0.25	0.70	1.00	0.68	0.21
4920000	0.39	153.06	0.64	0.40	0.74	1.00	0.65	0.20
4930000	0.39	147.8	0.51	0.44	0.73	1.00	0.63	0.19
4940000	0.39	148.2	0.58	0.30	0.75	0.97	0.69	0.15
4950000	0.39	146.76	0.60	0.30	0.74	1.00	0.59	0.17
4960000	0.39	148.53	0.58	0.37	0.81	0.98	0.65	0.09
4970000	0.38	145.16	0.57	0.38	0.71	0.98	0.60	0.14
4980000	0.38	143.05	0.50	0.39	0.65	0.99	0.58	0.20
4990000	0.38	149.72	0.55	0.35	0.79	0.99	0.74	0.13
5000000	0.38	146.0	0.60	0.27	0.70	1.00	0.64	0.17
5010000	0.38	142.85	0.50	0.37	0.67	0.97	0.62	0.17
5020000	0.38	144.89	0.52	0.32	0.70	0.99	0.67	0.14
5030000	0.38	150.34	0.56	0.31	0.81	1.00	0.70	0.17
5040000	0.38	147.18	0.59	0.31	0.79	0.97	0.65	0.13
5050000	0.37	147.03	0.54	0.37	0.73	1.00	0.68	0.17
5060000	0.37	142.85	0.50	0.33	0.70	0.99	0.68	0.12
5070000	0.37	144.27	0.58	0.33	0.69	0.98	0.57	0.16
5080000	0.37	146.52	0.55	0.32	0.78	0.98	0.63	0.16
5090000	0.37	147.22	0.58	0.31	0.74	0.96	0.68	0.16
5100000	0.37	146.84	0.56	0.33	0.75	1.00	0.68	0.13
5110000	0.37	148.59	0.50	0.47	0.85	0.95	0.59	0.15
5120000	0.37	145.21	0.54	0.35	0.76	0.98	0.61	0.17
5130000	0.37	145.03	0.56	0.35	0.69	0.98	0.63	0.12
5140000	0.36	145.2	0.55	0.36	0.67	1.00	0.64	0.14
5150000	0.36	144.59	0.55	0.35	0.66	0.98	0.73	0.08
5160000	0.36	147.11	0.54	0.35	0.68	1.00	0.68	0.17
5170000	0.36	152.81	0.62	0.40	0.73	1.00	0.78	0.10
5180000	0.36	147.24	0.59	0.40	0.73	0.98	0.61	0.11
5190000	0.36	152.95	0.59	0.37	0.81	0.98	0.74	0.15
5200000	0.36	149.79	0.55	0.42	0.75	0.99	0.73	0.10
5210000	0.36	145.91	0.52	0.32	0.68	1.00	0.70	0.15
5220000	0.35	148.92	0.56	0.34	0.75	0.98	0.72	0.16
5230000	0.35	146.45	0.55	0.37	0.67	0.98	0.64	0.19
5240000	0.35	150.36	0.57	0.35	0.73	0.99	0.73	0.18
5250000	0.35	145.79	0.65	0.34	0.72	0.98	0.51	0.12
5260000	0.35	146.89	0.52	0.32	0.78	0.98	0.62	0.23
5270000	0.35	147.36	0.58	0.40	0.77	0.99	0.65	0.08
5280000	0.35	150.57	0.60	0.29	0.71	1.00	0.72	0.22
5290000	0.35	148.91	0.60	0.34	0.74	0.98	0.69	0.12
5300000	0.34	140.98	0.52	0.40	0.65	1.00	0.53	0.12
5310000	0.34	147.05	0.56	0.41	0.68	0.98	0.65	0.12
5320000	0.34	147.6	0.62	0.35	0.72	0.99	0.68	0.08
5330000	0.34	144.6	0.50	0.42	0.68	0.98	0.63	0.14
5340000	0.34	147.28	0.60	0.38	0.68	0.99	0.58	0.15
5350000	0.34	149.34	0.64	0.27	0.74	0.98	0.66	0.19
5360000	0.34	146.6	0.55	0.39	0.71	0.99	0.63	0.18
5370000	0.34	151.85	0.59	0.41	0.70	0.98	0.73	0.17
5380000	0.33	144.71	0.55	0.24	0.76	1.00	0.64	0.15
5390000	0.33	143.16	0.56	0.33	0.64	1.00	0.59	0.14
5400000	0.33	145.95	0.60	0.29	0.71	1.00	0.63	0.13
5410000	0.33	149.22	0.56	0.41	0.66	0.98	0.67	0.23
5420000	0.33	150.93	0.63	0.41	0.72	0.99	0.66	0.17
5430000	0.33	148.85	0.59	0.33	0.70	0.99	0.76	0.15
5440000	0.33	148.9	0.63	0.41	0.69	0.97	0.66	0.14
5450000	0.33	147.47	0.55	0.34	0.76	1.00	0.68	0.13
5460000	0.32	145.7	0.56	0.37	0.63	0.97	0.66	0.17
5470000	0.32	143.17	0.51	0.31	0.72	0.99	0.62	0.16
5480000	0.32	152.26	0.71	0.36	0.73	0.98	0.63	0.15
5490000	0.32	145.28	0.52	0.36	0.69	0.99	0.73	0.12
5500000	0.32	152.96	0.66	0.41	0.72	1.00	0.65	0.18
5510000	0.32	145.82	0.49	0.34	0.73	0.98	0.66	0.20
5520000	0.32	146.48	0.61	0.34	0.67	0.98	0.72	0.07
5530000	0.32	142.35	0.46	0.35	0.74	0.98	0.60	0.18
5540000	0.31	149.4	0.59	0.40	0.75	0.97	0.69	0.13
5550000	0.31	145.99	0.52	0.39	0.78	1.00	0.59	0.11
5560000	0.31	142.83	0.50	0.35	0.76	0.99	0.64	0.11
5570000	0.31	154.36	0.64	0.41	0.81	1.00	0.63	0.19
5580000	0.31	147.95	0.59	0.35	0.76	0.98	0.67	0.09
5590000	0.31	146.84	0.58	0.31	0.69	1.00	0.68	0.16
5600000	0.31	147.91	0.55	0.32	0.70	1.00	0.59	0.28
5610000	0.31	147.06	0.53	0.33	0.76	1.00	0.63	0.16
5620000	0.30	153.19	0.61	0.33	0.76	1.00	0.73	0.16
5630000	0.30	147.64	0.53	0.34	0.75	1.00	0.70	0.12
5640000	0.30	151.07	0.72	0.27	0.75	0.99	0.62	0.13
5650000	0.30	143.96	0.53	0.27	0.73	0.99	0.70	0.14
5660000	0.30	144.65	0.57	0.21	0.62	1.00	0.78	0.12
5670000	0.30	149.28	0.57	0.40	0.72	0.97	0.71	0.15
5680000	0.30	146.32	0.56	0.41	0.71	0.99	0.65	0.12
5690000	0.30	148.08	0.52	0.33	0.79	0.98	0.67	0.18
5700000	0.29	151.46	0.67	0.41	0.74	0.99	0.64	0.11
5710000	0.29	148.11	0.59	0.33	0.73	1.00	0.58	0.21
5720000	0.29	150.28	0.57	0.35	0.70	0.99	0.67	0.25
5730000	0.29	148.67	0.61	0.28	0.73	1.00	0.64	0.18
5740000	0.29	145.05	0.57	0.29	0.73	0.99	0.62	0.15
5750000	0.29	148.45	0.56	0.38	0.73	1.00	0.65	0.16
5760000	0.29	147.53	0.56	0.40	0.72	0.99	0.64	0.15
5770000	0.29	151.19	0.60	0.39	0.72	0.99	0.70	0.17
5780000	0.28	147.39	0.58	0.38	0.70	0.99	0.62	0.17
5790000	0.28	148.35	0.55	0.32	0.76	1.00	0.67	0.20
5800000	0.28	149.85	0.60	0.40	0.76	0.96	0.73	0.11
5810000	0.28	146.82	0.58	0.33	0.71	1.00	0.71	0.10
5820000	0.28	143.26	0.48	0.33	0.75	0.97	0.72	0.10
5830000	0.28	151.9	0.65	0.37	0.75	0.98	0.69	0.14
5840000	0.28	145.34	0.56	0.30	0.77	0.98	0.65	0.13
5850000	0.28	150.71	0.62	0.36	0.70	0.98	0.73	0.18
5860000	0.27	151.28	0.56	0.43	0.80	0.99	0.60	0.20
5870000	0.27	149.67	0.56	0.37	0.77	0.99	0.68	0.16
5880000	0.27	148.04	0.60	0.38	0.75	0.99	0.61	0.13
5890000	0.27	148.76	0.61	0.39	0.74	0.98	0.58	0.17
5900000	0.27	147.31	0.62	0.27	0.71	1.00	0.65	0.14
5910000	0.27	147.55	0.54	0.37	0.70	1.00	0.71	0.15
5920000	0.27	150.49	0.59	0.34	0.73	1.00	0.70	0.19
5930000	0.27	148.93	0.61	0.42	0.71	0.99	0.61	0.14
5940000	0.26	145.84	0.59	0.27	0.71	1.00	0.66	0.13
5950000	0.26	152.77	0.65	0.34	0.75	0.99	0.75	0.15
5960000	0.26	145.46	0.52	0.29	0.70	0.99	0.67	0.20
5970000	0.26	148.22	0.61	0.35	0.75	0.98	0.64	0.12
5980000	0.26	149.2	0.58	0.41	0.76	0.99	0.63	0.13
5990000	0.26	150.67	0.62	0.38	0.74	0.98	0.60	0.18
6000000	0.26	151.72	0.59	0.33	0.80	1.00	0.74	0.15
6010000	0.26	147.22	0.50	0.43	0.70	1.00	0.67	0.16
6020000	0.25	147.6	0.58	0.38	0.70	1.00	0.66	0.14
6030000	0.25	152.53	0.62	0.46	0.68	1.00	0.60	0.21
6040000	0.25	145.3	0.57	0.37	0.71	0.98	0.62	0.13
6050000	0.25	142.62	0.54	0.38	0.68	0.97	0.61	0.10
6060000	0.25	150.02	0.62	0.38	0.66	0.99	0.71	0.18
6070000	0.25	148.0	0.58	0.41	0.68	0.99	0.66	0.13
6080000	0.25	147.53	0.55	0.32	0.72	1.00	0.63	0.20
6090000	0.25	148.31	0.64	0.40	0.70	0.97	0.68	0.07
6100000	0.25	151.67	0.58	0.35	0.82	0.97	0.61	0.20
6110000	0.24	145.85	0.56	0.38	0.70	0.99	0.66	0.12
6120000	0.24	148.41	0.65	0.32	0.73	1.00	0.67	0.10
6130000	0.24	148.14	0.61	0.39	0.66	0.96	0.65	0.16
6140000	0.24	151.36	0.63	0.42	0.68	0.99	0.70	0.13
6150000	0.24	147.43	0.63	0.28	0.74	1.00	0.63	0.13
6160000	0.24	150.92	0.59	0.38	0.71	1.00	0.66	0.22
6170000	0.24	145.12	0.48	0.40	0.71	0.99	0.66	0.17
6180000	0.24	148.2	0.54	0.39	0.70	0.99	0.72	0.16
6190000	0.23	148.37	0.59	0.32	0.74	1.00	0.58	0.19
6200000	0.23	147.4	0.64	0.26	0.74	1.00	0.67	0.10
6210000	0.23	147.35	0.52	0.41	0.73	0.96	0.70	0.15
6220000	0.23	150.35	0.63	0.32	0.73	0.98	0.70	0.18
6230000	0.23	145.86	0.54	0.33	0.64	0.99	0.73	0.16
6240000	0.23	145.98	0.61	0.31	0.69	1.00	0.62	0.12
6250000	0.23	149.2	0.56	0.38	0.72	0.99	0.70	0.17
6260000	0.23	155.18	0.67	0.33	0.83	0.99	0.71	0.14
6270000	0.22	150.1	0.53	0.41	0.73	0.99	0.74	0.16
6280000	0.22	145.19	0.54	0.30	0.74	0.99	0.66	0.13
6290000	0.22	147.1	0.56	0.38	0.75	1.00	0.68	0.10
6300000	0.22	145.86	0.53	0.42	0.68	1.00	0.62	0.14
6310000	0.22	148.63	0.60	0.40	0.69	0.99	0.68	0.12
6320000	0.22	150.57	0.60	0.37	0.75	0.98	0.67	0.18
6330000	0.22	155.61	0.64	0.35	0.71	1.00	0.72	0.24
6340000	0.22	150.42	0.60	0.38	0.79	0.99	0.68	0.11
6350000	0.21	151.52	0.63	0.42	0.75	0.98	0.69	0.10
6360000	0.21	148.63	0.62	0.32	0.71	0.98	0.70	0.14
6370000	0.21	148.75	0.53	0.39	0.75	0.99	0.71	0.15
6380000	0.21	149.83	0.59	0.39	0.78	1.00	0.60	0.16
6390000	0.21	152.03	0.62	0.37	0.74	0.99	0.72	0.16
6400000	0.21	145.79	0.52	0.33	0.71	0.99	0.68	0.15
6410000	0.21	149.29	0.65	0.37	0.68	1.00	0.64	0.15
6420000	0.21	148.38	0.60	0.37	0.67	0.97	0.70	0.16
6430000	0.20	153.57	0.59	0.38	0.75	0.99	0.74	0.19
6440000	0.20	147.83	0.54	0.33	0.74	0.99	0.66	0.18
6450000	0.20	148.9	0.55	0.36	0.73	0.98	0.66	0.18
6460000	0.20	147.86	0.54	0.37	0.73	1.00	0.60	0.18
6470000	0.20	149.73	0.60	0.38	0.73	1.00	0.65	0.15
6480000	0.20	152.11	0.58	0.42	0.70	1.00	0.72	0.19
6490000	0.20	143.62	0.53	0.27	0.71	0.98	0.68	0.16
6500000	0.20	150.93	0.62	0.36	0.82	0.99	0.69	0.10
6510000	0.19	146.15	0.57	0.25	0.68	0.99	0.70	0.17
6520000	0.19	146.81	0.56	0.34	0.77	1.00	0.57	0.19
6530000	0.19	152.34	0.65	0.35	0.74	0.98	0.72	0.15
6540000	0.19	148.97	0.62	0.35	0.74	1.00	0.67	0.12
6550000	0.19	147.67	0.57	0.29	0.75	0.99	0.69	0.15
6560000	0.19	151.34	0.60	0.26	0.81	0.98	0.71	0.17
6570000	0.19	150.08	0.62	0.31	0.73	0.99	0.73	0.12
6580000	0.19	146.3	0.51	0.41	0.70	0.98	0.66	0.15
6590000	0.18	150.57	0.58	0.35	0.70	0.97	0.71	0.20
6600000	0.18	156.7	0.69	0.33	0.85	0.99	0.67	0.17
6610000	0.18	143.72	0.59	0.35	0.63	1.00	0.57	0.17
6620000	0.18	148.47	0.51	0.44	0.79	0.98	0.64	0.15
6630000	0.18	141.2	0.54	0.30	0.66	0.97	0.64	0.11
6640000	0.18	149.69	0.58	0.36	0.76	0.99	0.69	0.15
6650000	0.18	145.89	0.55	0.37	0.66	1.00	0.61	0.18
6660000	0.18	153.92	0.69	0.39	0.73	0.97	0.70	0.13
6670000	0.17	153.66	0.63	0.40	0.69	0.98	0.65	0.24
6680000	0.17	151.81	0.67	0.41	0.67	1.00	0.73	0.11
6690000	0.17	148.52	0.58	0.40	0.64	1.00	0.65	0.20
6700000	0.17	151.71	0.68	0.36	0.70	0.99	0.72	0.13
6710000	0.17	149.37	0.58	0.36	0.71	0.97	0.64	0.23
6720000	0.17	148.09	0.59	0.41	0.70	0.98	0.67	0.11
6730000	0.17	146.04	0.58	0.33	0.71	1.00	0.61	0.14
6740000	0.17	151.9	0.70	0.38	0.67	0.99	0.68	0.12
6750000	0.16	154.59	0.66	0.39	0.78	0.96	0.66	0.17
6760000	0.16	148.63	0.58	0.32	0.79	0.99	0.68	0.14
6770000	0.16	149.53	0.64	0.39	0.61	0.97	0.67	0.17
6780000	0.16	152.19	0.60	0.44	0.68	0.97	0.73	0.20
6790000	0.16	148.52	0.55	0.35	0.77	1.00	0.65	0.20
6800000	0.16	149.53	0.56	0.38	0.76	0.98	0.68	0.15
6810000	0.16	154.23	0.61	0.38	0.82	1.00	0.71	0.18
6820000	0.16	151.76	0.60	0.31	0.68	0.97	0.76	0.22
6830000	0.15	149.74	0.54	0.36	0.75	0.99	0.66	0.22
6840000	0.15	151.43	0.66	0.34	0.78	0.97	0.59	0.16
6850000	0.15	148.56	0.57	0.41	0.72	0.99	0.56	0.20
6860000	0.15	151.83	0.62	0.28	0.75	0.98	0.77	0.19
6870000	0.15	146.29	0.50	0.33	0.78	1.00	0.63	0.18
6880000	0.15	146.62	0.53	0.40	0.65	1.00	0.71	0.17
6890000	0.15	147.38	0.51	0.37	0.65	1.00	0.78	0.18
6900000	0.15	151.17	0.60	0.34	0.73	0.99	0.71	0.21
6910000	0.14	146.9	0.58	0.37	0.63	0.99	0.69	0.14
6920000	0.14	149.93	0.58	0.38	0.73	0.99	0.65	0.21
6930000	0.14	151.29	0.65	0.38	0.78	0.97	0.60	0.17
6940000	0.14	149.62	0.56	0.46	0.75	0.97	0.67	0.11
6950000	0.14	149.98	0.57	0.40	0.74	0.98	0.64	0.22
6960000	0.14	144.74	0.59	0.31	0.67	0.98	0.60	0.20
6970000	0.14	146.76	0.61	0.34	0.73	1.00	0.60	0.12
6980000	0.14	154.43	0.74	0.29	0.78	1.00	0.68	0.13
6990000	0.13	152.42	0.64	0.39	0.71	0.98	0.72	0.15
7000000	0.13	155.11	0.58	0.43	0.76	0.99	0.69	0.25
7010000	0.13	141.53	0.52	0.29	0.71	0.97	0.61	0.14
7020000	0.13	150.84	0.63	0.35	0.73	1.00	0.66	0.15
7030000	0.13	149.21	0.57	0.38	0.69	0.98	0.68	0.16
7040000	0.13	148.67	0.62	0.29	0.73	0.99	0.68	0.14
7050000	0.13	150.93	0.68	0.35	0.71	1.00	0.65	0.11
7060000	0.13	149.82	0.57	0.36	0.74	0.98	0.72	0.15
7070000	0.12	147.42	0.63	0.36	0.63	0.99	0.69	0.09
7080000	0.12	148.19	0.57	0.42	0.74	0.99	0.66	0.10
7090000	0.12	145.12	0.58	0.39	0.68	0.98	0.60	0.11
7100000	0.12	148.57	0.63	0.39	0.69	0.97	0.67	0.15
7110000	0.12	149.56	0.61	0.39	0.76	1.00	0.67	0.09
7120000	0.12	147.73	0.53	0.33	0.79	0.98	0.65	0.19
7130000	0.12	156.19	0.71	0.36	0.78	0.97	0.72	0.16
7140000	0.12	149.28	0.62	0.31	0.69	1.00	0.68	0.20
7150000	0.12	151.94	0.59	0.27	0.79	0.99	0.77	0.20
7160000	0.11	151.83	0.60	0.35	0.80	0.98	0.74	0.16
7170000	0.11	156.05	0.62	0.45	0.76	1.00	0.71	0.21
7180000	0.11	151.04	0.67	0.37	0.70	1.00	0.61	0.18
7190000	0.11	150.61	0.63	0.36	0.70	1.00	0.68	0.15
7200000	0.11	152.54	0.58	0.42	0.80	0.99	0.68	0.15
7210000	0.11	152.06	0.58	0.38	0.81	0.97	0.68	0.19
7220000	0.11	149.25	0.65	0.38	0.72	0.98	0.66	0.13
7230000	0.11	145.74	0.59	0.32	0.69	0.99	0.60	0.19
7240000	0.10	150.0	0.60	0.37	0.74	1.00	0.72	0.11
7250000	0.10	152.6	0.58	0.41	0.77	0.99	0.67	0.22
7260000	0.10	152.52	0.65	0.37	0.72	1.00	0.67	0.12
7270000	0.10	150.13	0.60	0.33	0.68	0.99	0.71	0.19
7280000	0.10	148.15	0.57	0.36	0.76	0.99	0.67	0.14
7290000	0.10	149.27	0.58	0.35	0.69	1.00	0.66	0.20
7300000	0.10	147.17	0.55	0.37	0.73	0.97	0.62	0.16
7310000	0.10	143.2	0.52	0.30	0.67	0.98	0.62	0.19
7320000	0.09	149.72	0.61	0.33	0.67	0.99	0.70	0.17
7330000	0.09	148.96	0.61	0.38	0.74	0.96	0.67	0.15
7340000	0.09	147.78	0.53	0.34	0.71	1.00	0.74	0.16
7350000	0.09	148.28	0.58	0.36	0.80	1.00	0.55	0.17
7360000	0.09	145.67	0.49	0.40	0.65	0.98	0.72	0.16
7370000	0.09	151.1	0.64	0.36	0.76	0.99	0.67	0.12
7380000	0.09	147.04	0.60	0.30	0.74	0.99	0.68	0.13
7390000	0.09	147.76	0.58	0.36	0.63	0.99	0.74	0.12
7400000	0.08	152.73	0.60	0.39	0.71	0.98	0.73	0.20
7410000	0.08	144.8	0.56	0.25	0.72	1.00	0.67	0.12
7420000	0.08	146.95	0.61	0.28	0.71	0.99	0.69	0.13
7430000	0.08	145.82	0.54	0.39	0.69	0.97	0.70	0.09
7440000	0.08	150.32	0.62	0.42	0.66	0.96	0.67	0.19
7450000	0.08	147.05	0.53	0.39	0.74	1.00	0.64	0.14
7460000	0.08	150.43	0.62	0.27	0.78	1.00	0.58	0.23
7470000	0.08	155.18	0.69	0.41	0.77	1.00	0.67	0.16
7480000	0.07	146.61	0.57	0.38	0.69	0.98	0.69	0.10
7490000	0.07	147.63	0.57	0.32	0.64	0.99	0.71	0.17
7500000	0.07	151.75	0.56	0.42	0.82	1.00	0.66	0.18
7510000	0.07	148.78	0.58	0.43	0.75	0.98	0.60	0.15
7520000	0.07	148.79	0.62	0.36	0.72	0.98	0.66	0.14
7530000	0.07	151.35	0.61	0.31	0.72	1.00	0.71	0.23
7540000	0.07	146.04	0.55	0.34	0.68	0.96	0.61	0.21
7550000	0.07	147.2	0.63	0.27	0.67	1.00	0.64	0.17
7560000	0.06	150.45	0.54	0.41	0.76	1.00	0.73	0.15
7570000	0.06	149.53	0.67	0.34	0.72	1.00	0.64	0.09
7580000	0.06	152.43	0.54	0.43	0.76	1.00	0.75	0.18
7590000	0.06	148.0	0.58	0.43	0.71	0.99	0.58	0.16
7600000	0.06	142.65	0.48	0.28	0.67	0.99	0.71	0.16
7610000	0.06	146.64	0.54	0.39	0.70	1.00	0.70	0.11
7620000	0.06	144.36	0.50	0.34	0.76	1.00	0.57	0.18
7630000	0.06	147.65	0.59	0.39	0.75	0.99	0.67	0.10
7640000	0.05	158.83	0.69	0.45	0.80	1.00	0.73	0.16
7650000	0.05	149.09	0.58	0.39	0.75	0.98	0.68	0.14
7660000	0.05	148.66	0.58	0.40	0.63	0.98	0.64	0.22
7670000	0.05	146.93	0.57	0.31	0.76	1.00	0.70	0.10
7680000	0.05	147.04	0.54	0.31	0.79	0.98	0.64	0.15
7690000	0.05	147.38	0.55	0.33	0.79	1.00	0.63	0.13
7700000	0.05	152.73	0.62	0.41	0.79	0.99	0.65	0.16
7710000	0.05	150.33	0.60	0.38	0.78	0.99	0.62	0.15
7720000	0.04	149.7	0.55	0.40	0.72	0.98	0.69	0.17
7730000	0.04	149.18	0.62	0.30	0.76	1.00	0.64	0.13
7740000	0.04	149.77	0.55	0.35	0.79	1.00	0.71	0.15
7750000	0.04	147.38	0.60	0.37	0.68	0.99	0.64	0.15
7760000	0.04	152.26	0.71	0.31	0.79	0.99	0.64	0.11
